Place,Year
"S. Pròvolo (Salizzada, Ponte, Rio, Campiello, Campo, Calle).",1646
"S. Pròvolo (Salizzada, Ponte, Rio, Campiello, Campo, Calle).",1737
"S. Pròvolo (Salizzada, Ponte, Rio, Campiello, Campo, Calle).",1808
"S. Pròvolo (Salizzada, Ponte, Rio, Campiello, Campo, Calle).",1814
"S. Rocco (Salizzada, Campo, Sottoportico, Campiello).",1489
"S. Rocco (Salizzada, Campo, Sottoportico, Campiello).",1508
"S. Rocco (Salizzada, Campo, Sottoportico, Campiello).",1575
"S. Rocco (Salizzada, Campo, Sottoportico, Campiello).",1576
"S. Rocco (Salizzada, Campo, Sottoportico, Campiello).",1725
"S. Rocco (Salizzada, Campo, Sottoportico, Campiello).",1765
"S. Rocco (Salizzada, Campo, Sottoportico, Campiello).",1771
S. Rocco (Sottoportico)  a S. Stin.,1511
S. Rocco (Sottoportico)  a S. Stin.,1536
S. Rocco (Sottoportico)  a S. Stin.,1709
S. Rocco (Sottoportico)  a S. Stin.,1745
"S. Samuele (Salizzada, Campo, Piscina, Traghetto).",1000
"S. Samuele (Salizzada, Campo, Piscina, Traghetto).",1105
"S. Samuele (Salizzada, Campo, Piscina, Traghetto).",1107
"S. Samuele (Salizzada, Campo, Piscina, Traghetto).",1290
"S. Samuele (Salizzada, Campo, Piscina, Traghetto).",1393
"S. Samuele (Salizzada, Campo, Piscina, Traghetto).",1468
"S. Samuele (Salizzada, Campo, Piscina, Traghetto).",1483
"S. Samuele (Salizzada, Campo, Piscina, Traghetto).",1521
"S. Samuele (Salizzada, Campo, Piscina, Traghetto).",1555
"S. Samuele (Salizzada, Campo, Piscina, Traghetto).",1580
"S. Samuele (Salizzada, Campo, Piscina, Traghetto).",1583
"S. Samuele (Salizzada, Campo, Piscina, Traghetto).",1630
"S. Samuele (Salizzada, Campo, Piscina, Traghetto).",1683
"S. Samuele (Salizzada, Campo, Piscina, Traghetto).",1787
"S. Samuele (Salizzada, Campo, Piscina, Traghetto).",1810
S. Scolastica (Corte)  ai SS. Filippo e Giacomo.,1105
"S. Sebastiano (Ponte, Rio, Campazzo).",1393
"S. Sebastiano (Ponte, Rio, Campazzo).",1396
"S. Sebastiano (Ponte, Rio, Campazzo).",1455
"S. Sebastiano (Ponte, Rio, Campazzo).",1468
"S. Sebastiano (Ponte, Rio, Campazzo).",1470
"S. Sebastiano (Ponte, Rio, Campazzo).",1506
"S. Sebastiano (Ponte, Rio, Campazzo).",1548
"S. Sebastiano (Ponte, Rio, Campazzo).",1562
"S. Sebastiano (Ponte, Rio, Campazzo).",1614
"S. Sebastiano (Ponte, Rio, Campazzo).",1615
"S. Sebastiano (Ponte, Rio, Campazzo).",1810
"S. Sebastiano (Ponte, Rio, Campazzo).",1851
"S. Severo (Ponte, Rio, Fondamenta, Campo).",820
"S. Severo (Ponte, Rio, Fondamenta, Campo).",1105
"S. Severo (Ponte, Rio, Fondamenta, Campo).",1808
"S. Severo (Ponte, Rio, Fondamenta, Campo).",1829
"S. Silvestro (Parrocchia, Campo, Rio Terrà, Fondamenta ora Rio T errà, Sottoportico, Traghetto).",884
"S. Silvestro (Parrocchia, Campo, Rio Terrà, Fondamenta ora Rio T errà, Sottoportico, Traghetto).",1177
"S. Silvestro (Parrocchia, Campo, Rio Terrà, Fondamenta ora Rio T errà, Sottoportico, Traghetto).",1250
"S. Silvestro (Parrocchia, Campo, Rio Terrà, Fondamenta ora Rio T errà, Sottoportico, Traghetto).",1321
"S. Silvestro (Parrocchia, Campo, Rio Terrà, Fondamenta ora Rio T errà, Sottoportico, Traghetto).",1422
"S. Silvestro (Parrocchia, Campo, Rio Terrà, Fondamenta ora Rio T errà, Sottoportico, Traghetto).",1478
"S. Silvestro (Parrocchia, Campo, Rio Terrà, Fondamenta ora Rio T errà, Sottoportico, Traghetto).",1485
"S. Silvestro (Parrocchia, Campo, Rio Terrà, Fondamenta ora Rio T errà, Sottoportico, Traghetto).",1511
"S. Silvestro (Parrocchia, Campo, Rio Terrà, Fondamenta ora Rio T errà, Sottoportico, Traghetto).",1750
"S. Silvestro (Parrocchia, Campo, Rio Terrà, Fondamenta ora Rio T errà, Sottoportico, Traghetto).",1810
"S. Silvestro (Parrocchia, Campo, Rio Terrà, Fondamenta ora Rio T errà, Sottoportico, Traghetto).",1837
"S. Silvestro (Parrocchia, Campo, Rio Terrà, Fondamenta ora Rio T errà, Sottoportico, Traghetto).",1843
"S. Simeone Grande (Parrocchia, Campo).",967
"S. Simeone Grande (Parrocchia, Campo).",1630
"S. Simeone Grande (Parrocchia, Campo).",1810
"S. Simeone Grande (Parrocchia, Campo).",1860
"S. Simeone Grande (Parrocchia, Campo).",1861
"S. Simeone Piccolo (Fondamenta, Campo).",712
"S. Simeone Piccolo (Fondamenta, Campo).",950
"S. Simeone Piccolo (Fondamenta, Campo).",1412
"S. Simeone Piccolo (Fondamenta, Campo).",1432
"S. Simeone Piccolo (Fondamenta, Campo).",1467
"S. Simeone Piccolo (Fondamenta, Campo).",1481
"S. Simeone Piccolo (Fondamenta, Campo).",1520
"S. Simeone Piccolo (Fondamenta, Campo).",1525
"S. Simeone Piccolo (Fondamenta, Campo).",1650
"S. Simeone Piccolo (Fondamenta, Campo).",1718
"S. Simeone Piccolo (Fondamenta, Campo).",1720
"S. Simeone Piccolo (Fondamenta, Campo).",1810
"S. Sofia (Campo, Rio, Traghetto).",866
"S. Sofia (Campo, Rio, Traghetto).",1020
"S. Sofia (Campo, Rio, Traghetto).",1025
"S. Sofia (Campo, Rio, Traghetto).",1225
"S. Sofia (Campo, Rio, Traghetto).",1461
"S. Sofia (Campo, Rio, Traghetto).",1520
"S. Sofia (Campo, Rio, Traghetto).",1568
"S. Sofia (Campo, Rio, Traghetto).",1582
"S. Sofia (Campo, Rio, Traghetto).",1698
"S. Sofia (Campo, Rio, Traghetto).",1791
"S. Sofia (Campo, Rio, Traghetto).",1810
"S. Sofia (Campo, Rio, Traghetto).",1836
"S. Sofia (Campo, Rio, Traghetto).",1850
"S. Stae (Salizzada, Campo, Traghetto).",966
"S. Stae (Salizzada, Campo, Traghetto).",1290
"S. Stae (Salizzada, Campo, Traghetto).",1415
"S. Stae (Salizzada, Campo, Traghetto).",1427
"S. Stae (Salizzada, Campo, Traghetto).",1433
"S. Stae (Salizzada, Campo, Traghetto).",1452
"S. Stae (Salizzada, Campo, Traghetto).",1523
"S. Stae (Salizzada, Campo, Traghetto).",1636
"S. Stae (Salizzada, Campo, Traghetto).",1661
"S. Stae (Salizzada, Campo, Traghetto).",1678
"S. Stae (Salizzada, Campo, Traghetto).",1709
"S. Stae (Salizzada, Campo, Traghetto).",1755
"S. Stefano (Parrocchia, Campo, Campiello).",1211
"S. Stefano (Parrocchia, Campo, Campiello).",1236
"S. Stefano (Parrocchia, Campo, Campiello).",1264
"S. Stefano (Parrocchia, Campo, Campiello).",1274
"S. Stefano (Parrocchia, Campo, Campiello).",1294
"S. Stefano (Parrocchia, Campo, Campiello).",1325
"S. Stefano (Parrocchia, Campo, Campiello).",1348
"S. Stefano (Parrocchia, Campo, Campiello).",1406
"S. Stefano (Parrocchia, Campo, Campiello).",1513
"S. Stefano (Parrocchia, Campo, Campiello).",1530
"S. Stefano (Parrocchia, Campo, Campiello).",1532
"S. Stefano (Parrocchia, Campo, Campiello).",1548
"S. Stefano (Parrocchia, Campo, Campiello).",1550
"S. Stefano (Parrocchia, Campo, Campiello).",1620
"S. Stefano (Parrocchia, Campo, Campiello).",1743
"S. Stefano (Parrocchia, Campo, Campiello).",1807
"S. Stefano (Parrocchia, Campo, Campiello).",1810
"S. Stin (Campo, Ponte, Rio).",1050
"S. Stin (Campo, Ponte, Rio).",1105
"S. Stin (Campo, Ponte, Rio).",1150
"S. Stin (Campo, Ponte, Rio).",1295
"S. Stin (Campo, Ponte, Rio).",1810
S. Teodoro (Salizzada)  a S. Salvatore.,1350
S. Teodoro (Salizzada)  a S. Salvatore.,1530
S. Teodoro (Salizzada)  a S. Salvatore.,1552
S. Teodoro (Salizzada)  a S. Salvatore.,1810
"S. Tèrnita (Campo, Ponte, Rio).",1150
"S. Tèrnita (Campo, Ponte, Rio).",1450
"S. Tèrnita (Campo, Ponte, Rio).",1536
"S. Tèrnita (Campo, Ponte, Rio).",1536
"S. Tèrnita (Campo, Ponte, Rio).",1545
"S. Tèrnita (Campo, Ponte, Rio).",1607
"S. Tèrnita (Campo, Ponte, Rio).",1650
"S. Tèrnita (Campo, Ponte, Rio).",1650
"S. Tèrnita (Campo, Ponte, Rio).",1751
"S. Tèrnita (Campo, Ponte, Rio).",1752
"S. Tèrnita (Campo, Ponte, Rio).",1810
"S. Tèrnita (Campo, Ponte, Rio).",1832
"S. Tèrnita (Campo, Ponte, Rio).",1850
"S. Tomà (Ponte, Rio, Fondamenta, Campiello, Campo, Traghetto, Rio Terrà).",917
"S. Tomà (Ponte, Rio, Fondamenta, Campiello, Campo, Traghetto, Rio Terrà).",1240
"S. Tomà (Ponte, Rio, Fondamenta, Campiello, Campo, Traghetto, Rio Terrà).",1395
"S. Tomà (Ponte, Rio, Fondamenta, Campiello, Campo, Traghetto, Rio Terrà).",1508
"S. Tomà (Ponte, Rio, Fondamenta, Campiello, Campo, Traghetto, Rio Terrà).",1574
"S. Tomà (Ponte, Rio, Fondamenta, Campiello, Campo, Traghetto, Rio Terrà).",1610
"S. Tomà (Ponte, Rio, Fondamenta, Campiello, Campo, Traghetto, Rio Terrà).",1666
"S. Tomà (Ponte, Rio, Fondamenta, Campiello, Campo, Traghetto, Rio Terrà).",1672
"S. Tomà (Ponte, Rio, Fondamenta, Campiello, Campo, Traghetto, Rio Terrà).",1742
"S. Tomà (Ponte, Rio, Fondamenta, Campiello, Campo, Traghetto, Rio Terrà).",1807
"S. Tomà (Ponte, Rio, Fondamenta, Campiello, Campo, Traghetto, Rio Terrà).",1810
"S. Tomà (Ponte, Rio, Fondamenta, Campiello, Campo, Traghetto, Rio Terrà).",1835
"S. Vidal (Campiello, Campo, Traghetto, Rio di).",1084
"S. Vidal (Campiello, Campo, Traghetto, Rio di).",1105
"S. Vidal (Campiello, Campo, Traghetto, Rio di).",1584
"S. Vidal (Campiello, Campo, Traghetto, Rio di).",1585
"S. Vidal (Campiello, Campo, Traghetto, Rio di).",1750
"S. Vidal (Campiello, Campo, Traghetto, Rio di).",1810
"S. Vio (Rio terrà, Campo, Ponte).",912
"S. Vio (Rio terrà, Campo, Ponte).",1288
"S. Vio (Rio terrà, Campo, Ponte).",1310
"S. Vio (Rio terrà, Campo, Ponte).",1354
"S. Vio (Rio terrà, Campo, Ponte).",1533
"S. Vio (Rio terrà, Campo, Ponte).",1557
"S. Vio (Rio terrà, Campo, Ponte).",1684
"S. Vio (Rio terrà, Campo, Ponte).",1740
"S. Vio (Rio terrà, Campo, Ponte).",1749
"S. Vio (Rio terrà, Campo, Ponte).",1757
"S. Vio (Rio terrà, Campo, Ponte).",1767
"S. Vio (Rio terrà, Campo, Ponte).",1808
"S. Vio (Rio terrà, Campo, Ponte).",1813
"S. Zaccaria (Parrocchia, Campo, Calle, Sottoportico).",750
"S. Zaccaria (Parrocchia, Campo, Calle, Sottoportico).",855
"S. Zaccaria (Parrocchia, Campo, Calle, Sottoportico).",864
"S. Zaccaria (Parrocchia, Campo, Calle, Sottoportico).",1105
"S. Zaccaria (Parrocchia, Campo, Calle, Sottoportico).",1456
"S. Zaccaria (Parrocchia, Campo, Calle, Sottoportico).",1457
"S. Zaccaria (Parrocchia, Campo, Calle, Sottoportico).",1484
"S. Zaccaria (Parrocchia, Campo, Calle, Sottoportico).",1515
"S. Zaccaria (Parrocchia, Campo, Calle, Sottoportico).",1750
"S. Zaccaria (Parrocchia, Campo, Calle, Sottoportico).",1810
"S. Zaccaria (Parrocchia, Campo, Calle, Sottoportico).",1815
"S. Zaccaria (Parrocchia, Campo, Calle, Sottoportico).",1850
"S. Zan Degol à (Fondamenta, Rio, Campo, Traghetto).",1150
"S. Zan Degol à (Fondamenta, Rio, Campo, Traghetto).",1265
"S. Zan Degol à (Fondamenta, Rio, Campo, Traghetto).",1350
"S. Zan Degol à (Fondamenta, Rio, Campo, Traghetto).",1358
"S. Zan Degol à (Fondamenta, Rio, Campo, Traghetto).",1519
"S. Zan Degol à (Fondamenta, Rio, Campo, Traghetto).",1590
"S. Zan Degol à (Fondamenta, Rio, Campo, Traghetto).",1703
"S. Zan Degol à (Fondamenta, Rio, Campo, Traghetto).",1818
S. Zorzi (Corte)  a S. Gallo.,790
S. Zorzi (Corte)  a S. Gallo.,982
S. Zorzi (Corte)  a S. Gallo.,1542
S. Zorzi (Corte)  a S. Gallo.,1661
S. Zorzi (Corte)  a S. Gallo.,1800
S. Zorzi (Corte)  a S. Gallo.,1829
S. Zorzi (Corte)  a S. Gallo.,1848
S. Zorzi (Corte)  a S. Gallo.,1851
"S. Zorzi (Calle, Corte Prima, Corte Seconda)  in «Frezzeria».",1661
"S. Zorzi (Calle, Corte Prima, Corte Seconda)  in «Frezzeria».",1770
"S. Zuane (Calle)  in «Rio Ma rin»,  a S. Simeone Profeta.",1608
Sacca (Ponte della)  alla Misericordia.,1675
San Giovanni (Ruga Vecchia).,1071
San Giovanni (Ruga Vecchia).,1410
San Giovanni (Ruga Vecchia).,1514
San Giovanni (Ruga Vecchia).,1527
San Giovanni (Ruga Vecchia).,1539
San Giovanni (Ruga Vecchia).,1550
San Giovanni (Ruga Vecchia).,1808
"San Giovanni (Campiello, Fondamenta)  alla Giudecca.",1333
"San Giovanni (Campiello, Fondamenta)  alla Giudecca.",1339
"San Giovanni (Campiello, Fondamenta)  alla Giudecca.",1344
"San Giovanni (Campiello, Fondamenta)  alla Giudecca.",1369
"San Giovanni (Campiello, Fondamenta)  alla Giudecca.",1484
"San Giovanni (Campiello, Fondamenta)  alla Giudecca.",1767
"San Giuliano (Piscina, Campo, Rio, Merceria).",829
"San Giuliano (Piscina, Campo, Rio, Merceria).",1105
"San Giuliano (Piscina, Campo, Rio, Merceria).",1553
"San Giuliano (Piscina, Campo, Rio, Merceria).",1577
"San Giuliano (Piscina, Campo, Rio, Merceria).",1580
"San Giuliano (Piscina, Campo, Rio, Merceria).",1582
"San Giuliano (Piscina, Campo, Rio, Merceria).",1582
"San Giuliano (Piscina, Campo, Rio, Merceria).",1621
"San Giuliano (Piscina, Campo, Rio, Merceria).",1623
"San Giuliano (Piscina, Campo, Rio, Merceria).",1775
"San Giuliano (Piscina, Campo, Rio, Merceria).",1810
"San Giuliano (Piscina, Campo, Rio, Merceria).",1823
"San Gregorio (Campo, Calle, Calle del Traghetto, Ponte).",897
"San Gregorio (Campo, Calle, Calle del Traghetto, Ponte).",1105
"San Gregorio (Campo, Calle, Calle del Traghetto, Ponte).",1140
"San Gregorio (Campo, Calle, Calle del Traghetto, Ponte).",1247
"San Gregorio (Campo, Calle, Calle del Traghetto, Ponte).",1342
"San Gregorio (Campo, Calle, Calle del Traghetto, Ponte).",1450
"San Gregorio (Campo, Calle, Calle del Traghetto, Ponte).",1576
"San Gregorio (Campo, Calle, Calle del Traghetto, Ponte).",1594
"San Gregorio (Campo, Calle, Calle del Traghetto, Ponte).",1775
"San Gregorio (Campo, Calle, Calle del Traghetto, Ponte).",1808
"San Gregorio (Campo, Calle, Calle del Traghetto, Ponte).",1810
Santissimo (Corte e Sottoportico del)  a S. Maurizio.,1665
"Scimia (Calle, Ramo della)  a S. Salvatore.",1661
"Scimia (Calle della)  o delle Spade , a Rialto, presso la «Pescheria Grande».",1381
"Scimia (Calle della)  o delle Spade , a Rialto, presso la «Pescheria Grande».",1498
"Scimia (Calle della)  o delle Spade , a Rialto, presso la «Pescheria Grande».",1713
Scuola (Corte della)  a San Giovanni Evangelista.,750
"Scuola (Calle a fianco, Sottoportico, Ponte, Ramo della) a S. Rocco.",1478
"Scuola (Calle a fianco, Sottoportico, Ponte, Ramo della) a S. Rocco.",1481
"Scuola (Calle a fianco, Sottoportico, Ponte, Ramo della) a S. Rocco.",1484
"Scuola (Calle a fianco, Sottoportico, Ponte, Ramo della) a S. Rocco.",1489
"Scuola (Calle a fianco, Sottoportico, Ponte, Ramo della) a S. Rocco.",1516
"Scuola (Calle a fianco, Sottoportico, Ponte, Ramo della) a S. Rocco.",1549
"Scuola (Calle a fianco, Sottoportico, Ponte, Ramo della) a S. Rocco.",1789
"Scuola (Calle a fianco, Sottoportico, Ponte, Ramo della) a S. Rocco.",1806
Scuola (Campiello dietro la)  a S. Fantino.,1458
Scuola (Campiello dietro la)  a S. Fantino.,1622
Scuola (Campiello dietro la)  a S. Fantino.,1750
Scuola (Campiello dietro la)  a S. Fantino.,1810
Scuola (Calle della)  allo Spirito Santo.,1492
Scuola (Calle della)  allo Spirito Santo.,1496
Scuola (Calle della)  allo Spirito Santo.,1506
Scuola (Calle della)  allo Spirito Santo.,1748
Scuola (Calle della)  allo Spirito Santo.,1807
Scuola (Calle della)  a S. Gregorio.,1575
Scuola (Calle della)  a S. Gregorio.,1592
Scuola (Calle della)  a S. Gregorio.,1807
Scuola (Calle della)  a S. Gregorio.,1830
Scuola (Calle della)  alla Maddalena.,1474
Scuola (Calle della)  alla Maddalena.,1564
Soranzo (Corte)  a S. Martino.,456
Soranzo (Corte)  a S. Martino.,747
Soranzo (Corte)  a S. Martino.,1295
Soranzo (Corte)  a S. Martino.,1310
Soranzo (Corte)  a S. Martino.,1312
Soranzo (Calle)  detta Correr  ai SS. Ermagora e Fortunato.,1687
Soranzo (Calle)  detta Correr  ai SS. Ermagora e Fortunato.,1771
Soranzo (Fondamenta)  detta Fornace  a S. Gregorio.,1292
Soranzo (Fondamenta)  detta Fornace  a S. Gregorio.,1661
"Spade (Ponte, Ramo delle)  a S. Matteo di Rialto.",1488
"Spade (Ponte, Ramo delle)  a S. Matteo di Rialto.",1566
"Spade (Ponte, Ramo delle)  a S. Matteo di Rialto.",1745
Specchiera (Corte)  a S. Marina.,1661
"Specchiera (Corte della)  ai SS. Ermagora e Fortunato, presso la «Calle dei Ormesini».",1630
"Spezier (Ramo, Calle del)  ai SS. Filippo e Giacomo.",1258
"Spezier (Ramo, Calle del)  ai SS. Filippo e Giacomo.",1554
"Spezier (Ramo, Calle del)  ai SS. Filippo e Giacomo.",1603
"Spezier (Ramo, Calle del)  ai SS. Filippo e Giacomo.",1720
"Spirito Santo (Campo dello, Fondamenta delle Zattere allo).",1483
"Spirito Santo (Campo dello, Fondamenta delle Zattere allo).",1494
"Spirito Santo (Campo dello, Fondamenta delle Zattere allo).",1563
"Spirito Santo (Campo dello, Fondamenta delle Zattere allo).",1567
"Spirito Santo (Campo dello, Fondamenta delle Zattere allo).",1572
"Spirito Santo (Campo dello, Fondamenta delle Zattere allo).",1806
Sporca o Vallaressa (Calle)  a S. Luca.,1661
"Squero (Calle, Ramo del)  a S. Moisè.",1610
"SS. Apostoli (Parrocc hia, Campo, Rio, Ponte, Sottoportico, Rio terrà).",750
"SS. Apostoli (Parrocc hia, Campo, Rio, Ponte, Sottoportico, Rio terrà).",1105
"SS. Apostoli (Parrocc hia, Campo, Rio, Ponte, Sottoportico, Rio terrà).",1575
"SS. Apostoli (Parrocc hia, Campo, Rio, Ponte, Sottoportico, Rio terrà).",1810
"SS. Apostoli (Parrocc hia, Campo, Rio, Ponte, Sottoportico, Rio terrà).",1850
SS. Filippo e Giacomo (Campo).,900
SS. Filippo e Giacomo (Campo).,976
SS. Filippo e Giacomo (Campo).,1450
SS. Filippo e Giacomo (Campo).,1472
SS. Filippo e Giacomo (Campo).,1550
SS. Filippo e Giacomo (Campo).,1579
SS. Filippo e Giacomo (Campo).,1591
SS. Filippo e Giacomo (Campo).,1683
SS. Filippo e Giacomo (Campo).,1807
SS. Filippo e Giacomo (Campo).,1813
SS. Filippo e Giacomo (Campo).,1828
"SS. Gervasio e Protasio (Parrocchia, Campo, Rio).",1028
"SS. Gervasio e Protasio (Parrocchia, Campo, Rio).",1041
"SS. Gervasio e Protasio (Parrocchia, Campo, Rio).",1105
"SS. Gervasio e Protasio (Parrocchia, Campo, Rio).",1355
"SS. Gervasio e Protasio (Parrocchia, Campo, Rio).",1523
"SS. Gervasio e Protasio (Parrocchia, Campo, Rio).",1554
"SS. Gervasio e Protasio (Parrocchia, Campo, Rio).",1583
"SS. Gervasio e Protasio (Parrocchia, Campo, Rio).",1584
"SS. Gervasio e Protasio (Parrocchia, Campo, Rio).",1657
"SS. Gervasio e Protasio (Parrocchia, Campo, Rio).",1670
"SS. Gervasio e Protasio (Parrocchia, Campo, Rio).",1810
"SS. Giovanni e Paolo (Parrocchia, Campo, Rio, Salizzada).",1226
"SS. Giovanni e Paolo (Parrocchia, Campo, Rio, Salizzada).",1234
"SS. Giovanni e Paolo (Parrocchia, Campo, Rio, Salizzada).",1355
"SS. Giovanni e Paolo (Parrocchia, Campo, Rio, Salizzada).",1399
"SS. Giovanni e Paolo (Parrocchia, Campo, Rio, Salizzada).",1400
"SS. Giovanni e Paolo (Parrocchia, Campo, Rio, Salizzada).",1430
"SS. Giovanni e Paolo (Parrocchia, Campo, Rio, Salizzada).",1440
"SS. Giovanni e Paolo (Parrocchia, Campo, Rio, Salizzada).",1490
"SS. Giovanni e Paolo (Parrocchia, Campo, Rio, Salizzada).",1502
"SS. Giovanni e Paolo (Parrocchia, Campo, Rio, Salizzada).",1505
"SS. Giovanni e Paolo (Parrocchia, Campo, Rio, Salizzada).",1631
"SS. Giovanni e Paolo (Parrocchia, Campo, Rio, Salizzada).",1682
"SS. Giovanni e Paolo (Parrocchia, Campo, Rio, Salizzada).",1782
"SS. Giovanni e Paolo (Parrocchia, Campo, Rio, Salizzada).",1824
"SS. Salvatore (Parrocchia, Campo, Rio, Merceria di).",1141
"SS. Salvatore (Parrocchia, Campo, Rio, Merceria di).",1177
"SS. Salvatore (Parrocchia, Campo, Rio, Merceria di).",1182
"SS. Salvatore (Parrocchia, Campo, Rio, Merceria di).",1209
"SS. Salvatore (Parrocchia, Campo, Rio, Merceria di).",1427
"SS. Salvatore (Parrocchia, Campo, Rio, Merceria di).",1442
"SS. Salvatore (Parrocchia, Campo, Rio, Merceria di).",1507
"SS. Salvatore (Parrocchia, Campo, Rio, Merceria di).",1534
"SS. Salvatore (Parrocchia, Campo, Rio, Merceria di).",1540
"SS. Salvatore (Parrocchia, Campo, Rio, Merceria di).",1663
"SS. Salvatore (Parrocchia, Campo, Rio, Merceria di).",1739
"SS. Salvatore (Parrocchia, Campo, Rio, Merceria di).",1810
"SS. Salvatore (Parrocchia, Campo, Rio, Merceria di).",1849
"Stella (Sottoportico, Calle)  in «Birri»  a San Canciano.",1471
"Stella (Sottoportico, Calle)  in «Birri»  a San Canciano.",1516
"Stella (Sottoportico, Calle)  in «Birri»  a San Canciano.",1523
"Stella (Sottoportico, Calle)  in «Birri»  a San Canciano.",1619
"Stella (Sottoportico, Calle)  in «Birri»  a San Canciano.",1722
Stella (Sottoportico della)  a Castello.,1713
Strada ferrata (Via alla).,1849
Sabbioncella (Corte)  a San Giuseppe.,1582
Sabbionera (Sottoporti co e Corte)  alla Ca’ di Dio.,1271
Sabbionera (Sottoporti co e Corte)  alla Ca’ di Dio.,1295
Sabbionera (Sottoporti co e Corte)  alla Ca’ di Dio.,1298
Sabbionera (Sottoporti co e Corte)  alla Ca’ di Dio.,1324
Sabbionera (Sottoporti co e Corte)  alla Ca’ di Dio.,1537
Sabbionera (Sottoporti co e Corte)  alla Ca’ di Dio.,1550
Sabbionera (Sottoporti co e Corte)  alla Ca’ di Dio.,1597
Sabbionera (Sottoporti co e Corte)  alla Ca’ di Dio.,1664
Sabbionera (Sottoporti co e Corte)  alla Ca’ di Dio.,1678
Sabbionera (Sottoporti co e Corte)  alla Ca’ di Dio.,1773
Sabbión (Calle del)  a S. Vito.,1713
Sacco (Calle)  all’Angelo Raffaele.,1308
Sacco (Calle)  all’Angelo Raffaele.,1499
Sagredo (Ramo)  a S. Francesco della Vigna.,840
Sagredo (Ramo)  a S. Francesco della Vigna.,1047
Sagredo (Ramo)  a S. Francesco della Vigna.,1100
Sagredo (Ramo)  a S. Francesco della Vigna.,1674
Sagredo (Ramo)  a S. Francesco della Vigna.,1678
Salamon (Calle)  a Castello.,715
Salamon (Calle)  a Castello.,1026
Salamon (Calle)  a Castello.,1247
Salamon (Calle)  a Castello.,1314
Salamon (Calle)  a Castello.,1438
Salamon (Calle)  a Castello.,1537
Salamon (Calle)  a Castello.,1673
Salamon (Calle)  a Castello.,1696
Salamon (Calle)  a Castello.,1701
Salamon (Calle)  a Castello.,1750
Salamon (Calle)  a Castello.,1788
"Saloni (Fondamenta ora Rio Terrà, Fondamenta e Ponte dei, Fondamenta delle Zattere alli)  a S. Gregorio.",1379
"Saloni (Fondamenta ora Rio Terrà, Fondamenta e Ponte dei, Fondamenta delle Zattere alli)  a S. Gregorio.",1450
"Saloni (Fondamenta ora Rio Terrà, Fondamenta e Ponte dei, Fondamenta delle Zattere alli)  a S. Gregorio.",1470
"Salute (Fondamenta della Dogana, Campo, Fondamenta, Ponte, Rio della).",1256
"Salute (Fondamenta della Dogana, Campo, Fondamenta, Ponte, Rio della).",1592
"Salute (Fondamenta della Dogana, Campo, Fondamenta, Ponte, Rio della).",1630
"Salute (Fondamenta della Dogana, Campo, Fondamenta, Ponte, Rio della).",1631
"Salute (Fondamenta della Dogana, Campo, Fondamenta, Ponte, Rio della).",1656
"Salute (Fondamenta della Dogana, Campo, Fondamenta, Ponte, Rio della).",1672
"Salute (Fondamenta della Dogana, Campo, Fondamenta, Ponte, Rio della).",1687
"Salute (Fondamenta della Dogana, Campo, Fondamenta, Ponte, Rio della).",1687
"Salute (Fondamenta della Dogana, Campo, Fondamenta, Ponte, Rio della).",1817
"Salvàdego (Calle, Ramo del)  a S. Marco.",1369
Salvioni (Ramo)  a S. Antonino.,1297
Salvioni (Ramo)  a S. Antonino.,1305
Salvioni (Ramo)  a S. Antonino.,1428
Salvioni (Ramo)  a S. Antonino.,1634
"Sangue (Calle del)  o Brochetta  a S. Margherita, presso il Campo.",1740
"Sansoni (Calle, Campiello dei)  a S. Apollinare.",1427
"Sansoni (Calle, Campiello dei)  a S. Apollinare.",1445
"Sansoni (Calle, Campiello dei)  a S. Apollinare.",1464
"Sansoni (Calle, Campiello dei)  a S. Apollinare.",1550
"Sansoni (Calle, Campiello dei)  a S. Apollinare.",1678
Santi (Sottoportico dei)  a S. Gregorio.,1740
Santi (Sottoportico dei)  a S. Gregorio.,1750
"Sanudo (Calle, Campiello) a  San Polo.",564
"Sanudo (Calle, Campiello) a  San Polo.",1350
"Saoneri (Calle, Calle Seconda dei) a  S. Polo.",1566
Saoneria (Calle della)  a San Pantaleone.,1661
Saponella (Ponte della)  a S. Giobbe.,1713
Saponella (Ponte della)  a S. Giobbe.,1761
"Sarasina (Calle stretta, Calle, Corte, Campiello)  a Castello.",1406
"Sartori (Fondamenta, Calle, Ramo dei)  ai Gesuiti.",1391
"Sartori (Fondamenta, Calle, Ramo dei)  ai Gesuiti.",1485
"Sartori (Fondamenta, Calle, Ramo dei)  ai Gesuiti.",1511
"Sartorio (Fondamenta, Ponte)  a S. Basilio.",1561
"Sartorio (Fondamenta, Ponte)  a S. Basilio.",1636
"Sartorio (Fondamenta, Ponte)  a S. Basilio.",1660
"Sartorio (Fondamenta, Ponte)  a S. Basilio.",1713
"Sartorio (Fondamenta, Ponte)  a S. Basilio.",1750
"Savie (Calle, Ponte delle)  a S. Giacomo dall’Orio.",1661
"Savie (Calle, Ponte delle)  a S. Giacomo dall’Orio.",1713
Savorgnan (Fondamenta)  a S. Geremia.,1219
Savorgnan (Fondamenta)  a S. Geremia.,1257
Savorgnan (Fondamenta)  a S. Geremia.,1385
